chr	pos	N	X
chr18	4415001	15	9
chr18	4415051	5	1
chr18	4415081	4	0
chr18	4431501	71	0
chr18	4431511	72	0
chr18	4431519	72	72
chr18	4431589	4	0
chr18	4431618	4	0
chr18	4453064	36	16
chr18	4468228	166	1
chr18	4468375	52	15
chr18	4468936	13	6
chr18	4468988	25	8
chr18	4474267	2	0
chr18	4474293	7	7
chr18	4474301	7	7
chr18	4481347	7	0
chr18	4481351	7	3
chr18	4481406	31	25
chr18	4481441	1	1
chr18	4481447	1	1
chr18	4481483	69	50
chr18	4481517	71	59
chr18	4482437	7	5
chr18	4482442	13	9
chr18	4482450	13	9
chr18	4482460	13	6
chr18	4482476	6	4
chr18	4483481	3	0
chr18	4483491	10	7
chr18	4483506	12	9
chr18	4483511	12	12
chr18	4483516	20	10
chr18	4483542	36	35
chr18	4483544	35	35
chr18	4483552	25	25
chr18	4483556	25	25
chr18	4494341	114	114
chr18	4494357	114	103
chr18	4494363	114	11
chr18	4494367	112	11
chr18	4494495	21	13
chr18	4494524	22	9
chr18	4494533	1	0
chr18	4494540	1	0
chr18	4500129	68	30
chr18	4500279	38	9
chr18	4509895	1	1
chr18	4510060	53	0
chr18	4510150	11	11
chr18	4525000	1	0
chr18	4525075	77	0
chr18	4534585	11	9
chr18	4534600	11	9
chr18	4534631	3	0
chr18	4534645	3	3
chr18	4534649	3	3
chr18	4534655	22	4
chr18	4534662	21	9
chr18	4534688	22	4
chr18	4534853	18	15
chr18	4535643	3	0
chr18	4538862	6	0
chr18	4538899	18	7
chr18	4541520	33	33
chr18	4541524	33	0
chr18	4564190	6	2
chr18	4634963	57	0
chr18	4634975	57	0
chr18	4634978	57	0
chr18	4634993	11	0
chr18	4635002	11	0
chr18	4635004	11	0
chr18	4635016	11	0
chr18	4635023	11	0
chr18	4635121	362	0
chr18	4635147	359	1
chr18	4635185	1	0
chr18	4635198	1	0
chr18	4635201	1	0
chr18	4635205	1	0
chr18	4635367	192	0
chr18	4635369	194	0
chr18	4635380	193	0
chr18	4635390	194	0
chr18	4635392	190	0
chr18	4635396	193	0
chr18	4635401	193	1
chr18	4635428	96	0
chr18	4635447	96	0
chr18	4635454	95	0
chr18	4635462	96	0
chr18	4635473	1	0
chr18	4635477	1	0
chr18	4635487	3	1
chr18	4635510	407	2
chr18	4635535	407	0
chr18	4635550	27	0
chr18	4635574	27	0
chr18	4635642	11	0
chr18	4635666	11	0
chr18	4657770	1	1
chr18	4697335	1	1
chr18	4697342	1	1
chr18	4697344	1	0
chr18	4698945	88	58
chr18	4699127	3	2
chr18	4699485	61	56
chr18	4699562	47	23
chr18	4699596	47	30
chr18	4700425	35	31
chr18	4700488	49	44
chr18	4700519	60	51
chr18	4700524	25	18
chr18	4700532	25	18
chr18	4700542	25	16
chr18	4700558	14	11
chr18	4750483	48	13
chr18	4750633	53	21
chr18	4761966	140	0
chr18	4762109	1	0
chr18	4808988	1	1
chr18	4809001	1	0
chr18	4809066	3	0
chr18	4809127	1	1
chr18	4838070	16	16
chr18	4907256	189	0
chr18	4907338	36	36
chr18	4907361	36	35
chr18	4920326	54	0
chr18	4920411	4	0
chr18	4920420	4	0
chr18	4920450	61	0
chr18	4920459	66	5
chr18	4920464	66	0
chr18	4920466	67	0
chr18	4920470	67	0
chr18	4920472	60	0
chr18	4920477	67	0
chr18	4920479	67	1
chr18	4920485	6	0
chr18	4920534	1	0
chr18	4920545	1	0
chr18	4920776	1	0
chr18	4920793	148	0
chr18	4920803	148	0
chr18	4920815	148	0
chr18	4920818	147	0
chr18	4921541	41	0
chr18	4921551	42	0
chr18	4921561	42	0
chr18	4921568	42	0
chr18	4921784	62	0
chr18	4921838	1	0
chr18	4921852	1	0
chr18	4922122	1	1
chr18	4940679	6	4
chr18	4940709	6	6
chr18	4990071	8	8
chr18	4990194	4	4
chr18	5017892	20	9
chr18	5017923	22	9
chr18	5017927	2	0
chr18	5086601	428	427
chr18	5109647	1	1
chr18	5109661	1	1
chr18	5111144	10	10
chr18	5111165	10	6
chr18	5111224	1	0
chr18	5111263	1	1
chr18	5111352	4	4
chr18	5112943	435	430
chr18	5112964	590	155
chr18	5112988	154	154
chr18	5113057	5	5
chr18	5113065	5	5
chr18	5113067	5	5
chr18	5113071	5	5
chr18	5116574	20	20
chr18	5163531	1	0
chr18	5189526	10	6
chr18	5189568	54	1
chr18	5189578	54	49
chr18	5205249	3	0
chr18	5205256	3	0
chr18	5205271	3	0
chr18	5205273	3	0
chr18	5205452	3	3
chr18	5205469	5	5
chr18	5205524	16	0
chr18	5206546	3	0
chr18	5206554	3	0
chr18	5206602	149	149
chr18	5206605	204	149
chr18	5206661	163	163
chr18	5206664	218	163
chr18	5206720	154	154
chr18	5206723	205	154
chr18	5206782	33	0
chr18	5230458	14	8
chr18	5230500	17	5
chr18	5230510	17	8
chr18	5235338	8	4
chr18	5235388	1	1
chr18	5235462	8	0
chr18	5235585	1	0
chr18	5235619	3	3
chr18	5235915	697	695
chr18	5235991	6	6
chr18	5241268	21	6
chr18	5241320	14	5
chr18	5241770	7	6
chr18	5241875	67	34
chr18	5242025	39	17
chr18	5264260	9	3
chr18	5264385	33	23
chr18	5297861	4	0
chr18	5297975	18	13
chr18	5304037	2	0
chr18	5304043	2	0
chr18	5304187	37	7
chr18	5334464	2	0
chr18	5334469	2	0
chr18	5334474	2	0
chr18	5334589	1	1
chr18	5334598	1	0
chr18	5334605	1	0
chr18	5334652	10	0
chr18	5334663	11	0
chr18	5334667	11	0
chr18	5334734	34	0
chr18	5334736	34	0
chr18	5334760	34	0
chr18	5334763	43	0
chr18	5334798	19	0
chr18	5334816	19	0
chr18	5334846	249	0
chr18	5334856	250	0
chr18	5334862	251	0
chr18	5334876	247	0
chr18	5334904	830	2
chr18	5334909	910	0
chr18	5334930	924	0
chr18	5334934	932	0
chr18	5407112	133	31
chr18	5407262	92	32
chr18	5407337	5	5
chr18	5407367	4	4
chr18	5421865	96	0
chr18	5421869	96	0
chr18	5421936	68	0
chr18	5428221	3	1
chr18	5428286	320	0
chr18	5428289	319	0
chr18	5428291	321	0
chr18	5428299	321	0
chr18	5428320	321	0
chr18	5438497	3	2
chr18	5438532	23	22
chr18	5438535	23	21
chr18	5438568	10	10
chr18	5438578	10	0
chr18	5438596	31	16
chr18	5438603	25	25
chr18	5438620	25	21
chr18	5438622	25	13
chr18	5438628	25	20
chr18	5438630	25	25
chr18	5438634	4	4
chr18	5444173	850	1
chr18	5493900	2	0
chr18	5499695	62	26
chr18	5499723	60	31
chr18	5499791	34	20
chr18	5499817	34	27
chr18	5500553	184	0
chr18	5500571	184	0
chr18	5500650	4	2
chr18	5575129	1	1
chr18	5575138	1	0
chr18	5575182	792	695
chr18	5575190	791	1
chr18	5575192	792	701
chr18	5575238	1	0
chr18	5575276	40	26
chr18	5575279	40	28
chr18	5575288	40	31
chr18	5575302	40	32
chr18	5591349	425	0
chr18	5591368	425	0
chr18	5591370	425	0
chr18	5591372	425	0
chr18	5591376	425	0
chr18	5591402	184	127
chr18	5591416	185	128
chr18	5591418	185	0
chr18	5591422	185	0
chr18	5591425	185	0
chr18	5591427	185	0
chr18	5591432	184	0
chr18	5592055	5	0
chr18	5592060	5	0
chr18	5592087	5	0
chr18	5592119	1	0
chr18	5592122	12	0
chr18	5592125	12	0
chr18	5592127	12	0
chr18	5592166	199	0
chr18	5592173	200	0
chr18	5592179	200	0
chr18	5592341	1	0
chr18	5592344	1	0
chr18	5592362	1	0
chr18	5592379	4	0
chr18	5592388	4	0
chr18	5592390	4	0
chr18	5592394	4	0
chr18	5592404	4	0
chr18	5592408	6	0
chr18	5592412	6	0
chr18	5592414	2	0
chr18	5592425	3	0
chr18	5592430	3	0
chr18	5592436	1	1
chr18	5592441	1	0
chr18	5592445	1	0
chr18	5592610	73	0
chr18	5592616	73	0
chr18	5592643	72	0
chr18	5593355	1	0
chr18	5593368	1	0
chr18	5699113	523	523
chr18	5724483	51	28
chr18	5730921	18	5
chr18	5730973	5	1
chr18	5751088	103	45
chr18	5751095	103	30
chr18	5751098	103	37
chr18	5751205	22	14
chr18	5751250	22	7
chr18	5751262	22	8
chr18	5751283	46	16
chr18	5751287	24	7
chr18	5751300	111	47
chr18	5751307	87	33
chr18	5751310	87	33
chr18	5751417	25	14
chr18	5751462	18	10
chr18	5751474	18	11
chr18	5751495	27	14
chr18	5751499	9	2
chr18	5751512	104	33
chr18	5751519	95	24
chr18	5751522	95	35
chr18	5751604	19	3
chr18	5751629	19	7
chr18	5751674	27	10
chr18	5751686	27	11
chr18	5751707	56	28
chr18	5751711	29	18
chr18	5751731	7	2
chr18	5751734	7	4
chr18	5751816	20	8
chr18	5751841	20	10
chr18	5751886	12	8
chr18	5751898	12	9
chr18	5751919	33	15
chr18	5751923	21	6
chr18	5751936	120	50
chr18	5751943	99	34
chr18	5751946	99	43
chr18	5752028	31	9
chr18	5752053	31	15
chr18	5752098	24	14
chr18	5752110	25	11
chr18	5752131	51	22
chr18	5752135	29	10
chr18	5752148	28	9
chr18	5752240	9	5
chr18	5752265	9	4
chr18	5752310	23	8
chr18	5752322	25	7
chr18	5752343	41	20
chr18	5752347	19	5
chr18	5752361	17	4
chr18	5757967	41	15
chr18	5758196	1	0
chr18	5758214	1	0
chr18	5767395	1	0
chr18	5767447	578	574
chr18	5767449	587	584
chr18	5767481	596	595
chr18	5796649	480	0
chr18	5796685	1	0
chr18	5826608	1	1
chr18	5826660	13	6
chr18	5849892	2	0
chr18	5849902	2	0
chr18	5849944	14	9
chr18	5870506	17	2
chr18	5870513	17	8
chr18	5870539	16	2
chr18	5870704	35	25
chr18	5871494	2	1
chr18	5871540	1	0
chr18	5874717	2	0
chr18	5874754	19	11
chr18	5894220	2	2
chr18	5894251	2	2
chr18	5894288	2	2
chr18	5894317	1	0
chr18	5894335	2	2
chr18	5894342	2	2
chr18	5894365	2	0
chr18	5894406	46	20
chr18	5894415	47	46
chr18	5894429	47	46
chr18	5899372	31	11
chr18	5899424	11	6
chr18	5899986	80	49
chr18	5900136	49	19
chr18	5921043	118	116
chr18	5921140	60	15
chr18	5921149	60	28
chr18	5921164	60	33
chr18	5921227	25	0
chr18	5921229	25	0
chr18	5921247	207	182
chr18	5921255	182	0
chr18	5926970	37	18
chr18	5927119	49	16
chr18	6043721	1	1
chr18	6043920	88	60
chr18	6043936	87	26
chr18	6043952	84	31
chr18	6044102	18	13
chr18	6044113	18	11
chr18	6111747	1	1
chr18	6111822	803	801
chr18	6135688	1	0
chr18	6135693	1	0
chr18	6135704	1	0
chr18	6135708	1	0
chr18	6135822	1	1
chr18	6136731	61	0
chr18	6147049	25	17
chr18	6147061	25	15
chr18	6147081	24	15
chr18	6147083	26	16
chr18	6147120	29	0
chr18	6147125	30	24
chr18	6147136	1	1
chr18	6147157	1	0
chr18	6147182	6	6
chr18	6147194	6	0
chr18	6147199	6	6
chr18	6187601	28	10
chr18	6187613	28	9
chr18	6187654	51	1
chr18	6187659	51	1
chr18	6188040	1	1
chr18	6188054	4	2
chr18	6202232	36	0
chr18	6202297	14	7
chr18	6202311	2	0
chr18	6202351	9	2
chr18	6202363	9	8
chr18	6241166	2	0
chr18	6241190	2	0
chr18	6241192	2	0
chr18	6241199	2	0
chr18	6241353	35	0
chr18	6241369	35	0
chr18	6241379	34	0
chr18	6241383	35	0
chr18	6241466	45	0
chr18	6241477	45	0
chr18	6241479	45	0
chr18	6241481	45	0
chr18	6260756	50	47
chr18	6260833	60	33
chr18	6260867	60	42
chr18	6261696	23	21
chr18	6261759	43	35
chr18	6261790	55	54
chr18	6261795	64	55
chr18	6261803	64	54
chr18	6261829	91	73
chr18	6261970	45	33
chr18	6261989	46	33
chr18	6261997	46	46
chr18	6295344	23	11
chr18	6295348	33	9
chr18	6295360	33	19
chr18	6295379	10	10
chr18	6323861	147	129
chr18	6323875	57	57
chr18	6323962	1	0
chr18	6323966	1	0
chr18	6332649	1	0
chr18	6332770	57	57
chr18	6332779	57	56
chr18	6340282	88	88
chr18	6340304	121	92
chr18	6340307	122	88
chr18	6340325	34	10
chr18	6345716	25	8
chr18	6345768	16	12
chr18	6348134	6	0
chr18	6348139	6	0
chr18	6348191	1	0
chr18	6348194	1	0
chr18	6349596	4	4
chr18	6352011	30	29
chr18	6352087	43	37
chr18	6352170	73	69
chr18	6352279	94	72
chr18	6352577	63	56
chr18	6352598	60	55
chr18	6352693	69	61
chr18	6352699	69	65
chr18	6353678	11	11
chr18	6353686	13	6
chr18	6353692	13	13
chr18	6353695	13	2
chr18	6353701	13	13
chr18	6353712	13	13
chr18	6353715	2	2
chr18	6353853	1	1
chr18	6353858	1	1
chr18	6372339	3	3
chr18	6372343	3	2
chr18	6372351	13	7
chr18	6372353	13	8
chr18	6372373	13	8
chr18	6372380	10	5
chr18	6373236	6	4
chr18	6373252	13	5
chr18	6373262	13	8
chr18	6373270	13	9
chr18	6373275	51	48
chr18	6373366	48	42
chr18	6373369	48	45
chr18	6374198	64	51
chr18	6374232	64	38
chr18	6374309	52	48
chr18	6374667	1	1
chr18	6374849	64	39
chr18	6396021	2	0
chr18	6396131	88	5
chr18	6396278	38	26
chr18	6396840	14	6
chr18	6396892	16	6
chr18	6402173	41	41
chr18	6402294	8	7
chr18	6402303	8	7
chr18	6402313	8	3
chr18	6409626	2	0
chr18	6421675	1	1
chr18	6421681	551	550
chr18	6421690	551	550
chr18	6421697	550	548
chr18	6429438	2	0
chr18	6475767	44	14
chr18	6481989	1	0
chr18	6489940	1	0
chr18	6489951	1	0
chr18	6490086	4	0
chr18	6490098	4	0
chr18	6490101	4	0
chr18	6490110	4	2
chr18	6490171	48	0
chr18	6490455	702	1
chr18	6490460	704	0
chr18	6490483	705	0
chr18	6490559	54	0
chr18	6490565	54	0
chr18	6490571	54	0
chr18	6490576	54	0
chr18	6490583	54	0
chr18	6490587	54	0
chr18	6490589	54	0
chr18	6490593	54	0
chr18	6490724	1	1
chr18	6490729	1	0
chr18	6490738	1	0
chr18	6490745	1	0
chr18	6490762	19	0
chr18	6490783	40	0
chr18	6490788	40	0
chr18	6490790	40	0
chr18	6490795	40	0
chr18	6490803	21	0
chr18	6490834	1	0
chr18	6490904	2	2
chr18	6490906	2	2
chr18	6490914	2	2
chr18	6490916	2	0
chr18	6490925	2	1
chr18	6490927	2	0
chr18	6491021	99	0
chr18	6491025	101	0
chr18	6491030	101	0
chr18	6491037	100	0
chr18	6491044	100	0
chr18	6491046	101	1
chr18	6491068	60	0
chr18	6491074	60	0
chr18	6491077	59	0
chr18	6491081	60	0
chr18	6491083	60	0
chr18	6491085	59	0
chr18	6491101	59	0
chr18	6516116	1	0
chr18	6516133	1	0
chr18	6516139	1	0
chr18	6516175	1	0
chr18	6516189	1	0
chr18	6516195	1	0
chr18	6516201	1	0
chr18	6525078	18	7
chr18	6525082	34	3
chr18	6525094	34	22
chr18	6525113	16	16
chr18	6525130	1	0
chr18	6525144	1	1
chr18	6525236	1	1
chr18	6525272	2	1
chr18	6525367	114	114
chr18	6542369	48	22
chr18	6542519	36	15
chr18	6546357	1	0
chr18	6546366	1	0
chr18	6546378	1	0
chr18	6546528	22	9
chr18	6546542	22	18
chr18	6547272	61	41
chr18	6547290	61	11
chr18	6547313	64	23
chr18	6547345	77	28
chr18	6547380	31	25
chr18	6547401	66	27
chr18	6547634	2	0
chr18	6549304	3	1
chr18	6549428	28	3
chr18	6549510	2	0
chr18	6553851	1	1
chr18	6553855	1	0
chr18	6554065	2	0
chr18	6554102	1	0
chr18	6554111	1	1
chr18	6554291	11	0
chr18	6666793	31	17
chr18	6666880	1	0
chr18	6666885	1	1
chr18	6666895	19	11
chr18	6666903	19	11
chr18	6666984	150	70
chr18	6668531	19	15
chr18	6668558	27	16
chr18	6668591	8	0
chr18	6676296	157	0
chr18	6676348	514	5
chr18	6676363	481	0
chr18	6676373	478	1
chr18	6676470	28	28
chr18	6709586	40	11
chr18	6709736	38	33
chr18	6741725	17	7
chr18	6741733	17	3
chr18	6741745	17	9
chr18	6749529	40	12
chr18	6749679	55	22
chr18	6750241	12	3
chr18	6750293	30	15
chr18	6758750	1	0
chr18	6801243	29	11
chr18	6801409	7	2
chr18	6802939	39	19
chr18	6802965	39	7
chr18	6803033	106	61
chr18	6803037	105	38
chr18	6803061	106	54
chr18	6829298	55	0
chr18	6829318	55	0
chr18	6851536	47	16
chr18	6851688	265	8
chr18	6851720	1	0
chr18	6851763	5	5
chr18	6851793	5	4
chr18	6853073	45	20
chr18	6853223	38	18
chr18	6855534	38	26
chr18	6855660	70	51
chr18	6858017	1	0
chr18	6859435	4	4
chr18	6859519	156	117
chr18	6859632	3	3
chr18	6859640	3	3
chr18	6865509	59	35
chr18	6865691	3	3
chr18	6866049	53	52
chr18	6866126	65	36
chr18	6866160	66	44
chr18	6866989	38	35
chr18	6866992	38	28
chr18	6867052	48	35
chr18	6867083	53	47
chr18	6867088	14	13
chr18	6867096	14	11
chr18	6867106	14	10
chr18	6867122	9	7
chr18	6867988	6	3
chr18	6867995	7	3
chr18	6868015	7	3
chr18	6868017	7	4
chr18	6868025	1	1
chr18	6868029	1	1
chr18	6888986	27	4
chr18	6974048	46	21
chr18	6974198	47	21
chr18	6977736	4	0
chr18	6977774	43	0
chr18	6977796	43	0
chr18	6990359	22	2
chr18	7000756	6	6
chr18	7000823	1	0
chr18	7000851	5	0
chr18	7000868	4	0
chr18	7000989	316	0
chr18	7001624	1	0
chr18	7001647	1	0
chr18	7004791	670	0
chr18	7004811	671	0
chr18	7004819	671	0
chr18	7005147	1074	0
chr18	7005169	1070	1069
chr18	7028990	2	2
chr18	7035118	2	2
chr18	7035223	854	821
chr18	7035373	46	16
chr18	7058955	4	4
chr18	7058959	4	1
chr18	7058965	4	3
chr18	7058967	4	3
chr18	7058984	4	3
chr18	7059021	11	8
chr18	7059036	14	11
chr18	7059041	14	14
chr18	7059058	3	3
chr18	7059869	55	54
chr18	7059877	55	38
chr18	7059896	55	48
chr18	7060022	30	22
chr18	7060038	10	7
chr18	7060048	10	8
