chr	pos	N	X
chr18	3383305	111	0
chr18	3383316	57	0
chr18	3383322	57	0
chr18	3383330	118	0
chr18	3383339	118	1
chr18	3383345	117	0
chr18	3383362	118	0
chr18	3383420	14	0
chr18	3383451	93	0
chr18	3383454	92	0
chr18	3383464	91	0
chr18	3383475	92	0
chr18	3383483	92	0
chr18	3383601	39	0
chr18	3406071	25	17
chr18	3448796	3	3
chr18	3448801	3	3
chr18	3481147	6	0
chr18	3484663	46	18
chr18	3484813	43	15
chr18	3498975	1	0
chr18	3499069	1	0
chr18	3507051	165	1
chr18	3507081	167	0
chr18	3507132	41	0
chr18	3507136	40	0
chr18	3507139	41	0
chr18	3507141	41	0
chr18	3507145	41	0
chr18	3507151	41	0
chr18	3507154	41	0
chr18	3507183	50	0
chr18	3507294	74	0
chr18	3507381	34	0
chr18	3507450	6	0
chr18	3507458	6	0
chr18	3507784	70	0
chr18	3507787	70	0
chr18	3507806	70	0
chr18	3507808	70	0
chr18	3507818	71	0
chr18	3507886	26	0
chr18	3507892	26	0
chr18	3507894	26	0
chr18	3507912	26	0
chr18	3507915	26	0
chr18	3507961	1	0
chr18	3508088	47	1
chr18	3508100	45	0
chr18	3508107	45	0
chr18	3508111	46	0
chr18	3508181	175	0
chr18	3508186	176	0
chr18	3508189	176	0
chr18	3508195	176	1
chr18	3508197	176	1
chr18	3508202	175	0
chr18	3508213	175	0
chr18	3508291	154	0
chr18	3508293	153	0
chr18	3508301	154	0
chr18	3508306	403	0
chr18	3508334	252	0
chr18	3508338	253	0
chr18	3508369	30	0
chr18	3508385	30	0
chr18	3508398	125	0
chr18	3508409	93	0
chr18	3508416	114	0
chr18	3508444	65	0
chr18	3508485	27	0
chr18	3508488	29	0
chr18	3508506	29	0
chr18	3508509	28	1
chr18	3508519	29	0
chr18	3541764	1	1
chr18	3542381	1	1
chr18	3542403	1	0
chr18	3542501	57	40
chr18	3542504	59	42
chr18	3542531	56	54
chr18	3542536	1	0
chr18	3542539	1	0
chr18	3542620	62	34
chr18	3542633	63	63
chr18	3542638	63	34
chr18	3542732	39	39
chr18	3542750	39	0
chr18	3542756	39	1
chr18	3580263	29	13
chr18	3580413	65	26
chr18	3580518	2	2
chr18	3586533	12	10
chr18	3586536	12	10
chr18	3586557	12	8
chr18	3586569	1	1
chr18	3586601	27	22
chr18	3586635	23	22
chr18	3604192	49	9
chr18	3604339	34	6
chr18	3604891	29	12
chr18	3604943	45	22
chr18	3609094	1	1
chr18	3614717	9	0
chr18	3614806	7	1
chr18	3614917	6	0
chr18	3620166	13	5
chr18	3620170	13	6
chr18	3620178	18	11
chr18	3620180	18	15
chr18	3620200	18	15
chr18	3620207	5	5
chr18	3621099	17	11
chr18	3621115	30	19
chr18	3621125	28	17
chr18	3621133	30	21
chr18	3621138	13	10
chr18	3622061	43	35
chr18	3622095	43	30
chr18	3622172	31	28
chr18	3622530	1	1
chr18	3622712	52	35
chr18	3701616	145	55
chr18	3701623	145	68
chr18	3705333	2	2
chr18	3705370	1	0
chr18	3705423	35	21
chr18	3705432	1	0
chr18	3705461	34	25
chr18	3705472	50	25
chr18	3705499	17	1
chr18	3711032	37	14
chr18	3711182	41	15
chr18	3723218	1	0
chr18	3723220	1	0
chr18	3723230	1	0
chr18	3723314	36	12
chr18	3723343	37	20
chr18	3723346	51	29
chr18	3723448	48	3
chr18	3723468	49	1
chr18	3763745	14	0
chr18	3763923	54	0
chr18	3785468	69	41
chr18	3785543	19	16
chr18	3785576	56	47
chr18	3785583	37	36
chr18	3785592	73	43
chr18	3785621	65	31
chr18	3785645	31	18
chr18	3785679	17	9
chr18	3805973	3	0
chr18	3818286	28	16
chr18	3818296	27	15
chr18	3818338	25	9
chr18	3839798	3	0
chr18	3840253	23	6
chr18	3840289	15	8
chr18	3840301	14	6
chr18	3840309	13	9
chr18	3863970	3	0
chr18	3864066	98	0
chr18	3864084	97	0
chr18	3864093	2	0
chr18	3864106	2	0
chr18	3864118	75	1
chr18	3864140	73	0
chr18	3864143	71	0
chr18	3864605	1	0
chr18	3864610	1	0
chr18	3864622	1	0
chr18	3864716	21	1
chr18	3869476	158	0
chr18	3869604	67	67
chr18	3869611	68	67
chr18	3874854	1	0
chr18	3874886	1	0
chr18	3875051	75	57
chr18	3875054	97	79
chr18	3875080	23	16
chr18	3875148	189	61
chr18	3875176	201	86
chr18	3875186	39	25
chr18	3875201	70	50
chr18	3875216	62	47
chr18	3875231	29	23
chr18	3875236	30	23
chr18	3879795	1	0
chr18	3900171	42	42
chr18	3927921	61	0
chr18	3955991	33	13
chr18	3956141	32	12
chr18	3973750	1	0
chr18	3973778	1	0
chr18	3976129	6	0
chr18	3976138	6	0
chr18	3976190	62	62
chr18	3976209	62	62
chr18	3976220	62	0
chr18	3976224	77	4
chr18	3976243	16	0
chr18	3976247	17	5
chr18	3976279	38	9
chr18	3976295	35	7
chr18	3976304	39	3
chr18	4022027	59	19
chr18	4022058	59	24
chr18	4022079	32	6
chr18	4022083	32	7
chr18	4022096	137	46
chr18	4022103	106	33
chr18	4022106	106	38
chr18	4022188	25	6
chr18	4022213	25	8
chr18	4022258	37	6
chr18	4022270	37	10
chr18	4022291	68	24
chr18	4022295	31	11
chr18	4022308	31	10
chr18	4022400	14	6
chr18	4022425	13	6
chr18	4022451	54	15
chr18	4022482	58	27
chr18	4022503	33	13
chr18	4022507	32	8
chr18	4022520	122	43
chr18	4022527	92	25
chr18	4022530	92	29
chr18	4022637	26	5
chr18	4022682	23	6
chr18	4022694	24	6
chr18	4022715	51	18
chr18	4022719	27	8
chr18	4022732	135	47
chr18	4022742	107	47
chr18	4022849	12	1
chr18	4022894	43	6
chr18	4022906	43	10
chr18	4022927	67	19
chr18	4022931	24	8
chr18	4022944	121	41
chr18	4022951	99	34
chr18	4022954	99	36
chr18	4023036	30	13
chr18	4023061	30	12
chr18	4023106	42	11
chr18	4023118	44	15
chr18	4023139	71	20
chr18	4023143	27	10
chr18	4023156	29	7
chr18	4023163	2	0
chr18	4023166	2	0
chr18	4023248	22	8
chr18	4023273	22	10
chr18	4023318	53	16
chr18	4023330	51	18
chr18	4023351	122	44
chr18	4023355	69	20
chr18	4023369	68	18
chr18	4028975	42	12
chr18	4052554	10	0
chr18	4052570	10	0
chr18	4052572	10	0
chr18	4052586	10	0
chr18	4052718	23	0
chr18	4052720	23	0
chr18	4052724	23	0
chr18	4052741	23	0
chr18	4052744	23	0
chr18	4108280	58	1
chr18	4126854	97	10
chr18	4166700	43	26
chr18	4166793	1	1
chr18	4166849	55	11
chr18	4199292	62	0
chr18	4199300	744	0
chr18	4199305	740	0
chr18	4199309	735	1
chr18	4199320	735	0
chr18	4199322	733	2
chr18	4199327	678	1
chr18	4220817	123	0
chr18	4220820	123	0
chr18	4222498	10	10
chr18	4222529	15	8
chr18	4222533	5	4
chr18	4222582	121	100
chr18	4222590	122	95
chr18	4222608	122	73
chr18	4222688	6	5
chr18	4222733	21	14
chr18	4222742	3	3
chr18	4222758	49	1
chr18	4222768	46	23
chr18	4222786	269	109
chr18	4222794	223	76
chr18	4222812	223	2
chr18	4222880	27	13
chr18	4222883	27	16
chr18	4222892	27	17
chr18	4222906	27	19
chr18	4227852	26	11
chr18	4227862	25	9
chr18	4227904	28	10
chr18	4228467	51	12
chr18	4228613	47	5
chr18	4249452	10	0
chr18	4321926	1	0
chr18	4336675	136	136
chr18	4336763	6	6
chr18	4337493	16	6
chr18	4337497	16	4
chr18	4337510	16	5
chr18	4340682	51	51
chr18	4340709	51	51
chr18	4340721	99	99
chr18	4340753	103	103
chr18	4352969	246	71
chr18	4352999	250	0
chr18	4353010	2	0
chr18	4353051	20	0
chr18	4353067	20	0
chr18	4353078	20	0
chr18	4353115	260	65
chr18	4353207	157	40
chr18	4353217	156	43
chr18	4353225	159	41
chr18	4353240	159	40
chr18	4353255	21	21
chr18	4353259	21	21
chr18	4353269	21	21
chr18	4353288	21	21
chr18	4353379	66	0
chr18	4353399	66	0
chr18	4353408	98	0
chr18	4353425	33	0
chr18	4353427	231	1
chr18	4353440	231	1
chr18	4353454	196	0
chr18	4353461	196	0
chr18	4353556	48	0
chr18	4353568	49	0
chr18	4375790	24	0
chr18	4375795	24	0
chr18	4375799	24	0
chr18	4375806	24	0
chr18	4375810	24	0
chr18	4375925	6	0
chr18	4375927	6	0
chr18	4375956	6	0
chr18	4412274	1	1
chr18	4414985	20	10
chr18	4414989	20	10
chr18	4415001	20	7
chr18	4415051	4	1
chr18	4415081	4	1
chr18	4431589	86	0
chr18	4431618	87	41
chr18	4453012	8	3
chr18	4453021	11	3
chr18	4453064	16	10
chr18	4468228	55	32
chr18	4468375	52	19
chr18	4468936	29	14
chr18	4468988	23	9
chr18	4474145	1	1
chr18	4474210	10	2
chr18	4474267	22	13
chr18	4474293	23	9
chr18	4474301	23	22
chr18	4481347	19	14
chr18	4481351	19	7
chr18	4481406	47	42
chr18	4481441	1	0
chr18	4481483	40	25
chr18	4481517	41	28
chr18	4482437	13	11
chr18	4482442	35	26
chr18	4482450	35	25
chr18	4482460	35	19
chr18	4482476	22	5
chr18	4483481	9	0
chr18	4483491	34	22
chr18	4483506	33	17
chr18	4483511	34	17
chr18	4483516	40	35
chr18	4483542	32	31
chr18	4483544	32	16
chr18	4483552	17	0
chr18	4483556	17	0
chr18	4494280	11	11
chr18	4494341	106	94
chr18	4494357	56	48
chr18	4494363	48	46
chr18	4494367	57	12
chr18	4494400	1	1
chr18	4494490	92	72
chr18	4494495	124	106
chr18	4494524	47	27
chr18	4494533	13	2
chr18	4494540	14	8
chr18	4500129	41	9
chr18	4500279	45	17
chr18	4502258	88	0
chr18	4510060	25	5
chr18	4510150	3	3
chr18	4525000	1	1
chr18	4525029	2	0
chr18	4525075	52	11
chr18	4534585	17	12
chr18	4534600	17	13
chr18	4534631	25	10
chr18	4534645	25	21
chr18	4534649	25	19
chr18	4534655	10	6
chr18	4534662	10	4
chr18	4534688	10	3
chr18	4534853	12	8
chr18	4535643	3	3
chr18	4538862	5	2
chr18	4538899	27	7
chr18	4538951	3	1
chr18	4541520	8	3
chr18	4541524	8	3
chr18	4541738	1	0
chr18	4564190	2	1
chr18	4564237	91	84
chr18	4635095	31	0
chr18	4635097	31	0
chr18	4635099	31	0
chr18	4635101	31	0
chr18	4635121	184	0
chr18	4635147	155	0
chr18	4635157	40	0
chr18	4635161	40	0
chr18	4635163	38	0
chr18	4635168	40	0
chr18	4635185	74	34
chr18	4635192	33	0
chr18	4635198	33	0
chr18	4635201	33	0
chr18	4635205	34	1
chr18	4635238	18	0
chr18	4635261	18	0
chr18	4635263	18	1
chr18	4635270	97	0
chr18	4635272	98	0
chr18	4635287	80	0
chr18	4635292	78	0
chr18	4635294	77	1
chr18	4635304	79	0
chr18	4635335	22	0
chr18	4635345	22	1
chr18	4635348	22	0
chr18	4635358	22	0
chr18	4635360	22	0
chr18	4635367	21	0
chr18	4635369	22	0
chr18	4635428	26	0
chr18	4635447	27	0
chr18	4635454	27	0
chr18	4635462	27	0
chr18	4635473	1	0
chr18	4635487	1	0
chr18	4635510	93	0
chr18	4635535	94	0
chr18	4635550	111	0
chr18	4635574	111	0
chr18	4635642	5	0
chr18	4635666	5	0
chr18	4657576	116	115
chr18	4657592	194	194
chr18	4657623	103	2
chr18	4657639	24	1
chr18	4657649	24	0
chr18	4657770	56	0
chr18	4661450	42	0
chr18	4661503	61	0
chr18	4661518	61	0
chr18	4698945	51	28
chr18	4699127	3	3
chr18	4699485	33	28
chr18	4699520	1	1
chr18	4699526	1	1
chr18	4699531	1	1
chr18	4699562	39	28
chr18	4699596	39	29
chr18	4700425	19	15
chr18	4700488	34	23
chr18	4700519	44	35
chr18	4700524	34	30
chr18	4700532	34	25
chr18	4700542	34	22
chr18	4700558	23	20
chr18	4701457	2	1
chr18	4701477	1	1
chr18	4701479	2	2
chr18	4701487	2	2
chr18	4701491	2	2
chr18	4707416	5	5
chr18	4707572	3	3
chr18	4750483	39	16
chr18	4750633	44	12
chr18	4761876	1	1
chr18	4762040	2	0
chr18	4762047	2	0
chr18	4762109	2	0
chr18	4809066	2	0
chr18	4809127	77	77
chr18	4838070	20	4
chr18	4907256	5	0
chr18	4907338	43	0
chr18	4907361	41	0
chr18	4907366	1	0
chr18	4920229	43	0
chr18	4920277	81	0
chr18	4920286	81	0
chr18	4920298	81	0
chr18	4920326	32	0
chr18	4920385	36	0
chr18	4920398	35	0
chr18	4920411	36	0
chr18	4920420	43	0
chr18	4920450	43	0
chr18	4920459	42	0
chr18	4920464	42	0
chr18	4920466	42	0
chr18	4920470	41	0
chr18	4920472	42	0
chr18	4920477	42	0
chr18	4920479	42	0
chr18	4920485	41	0
chr18	4920490	42	0
chr18	4920568	18	0
chr18	4920586	17	0
chr18	4920627	235	0
chr18	4920634	234	0
chr18	4920638	234	0
chr18	4920714	62	0
chr18	4920719	62	0
chr18	4920734	62	0
chr18	4920736	63	0
chr18	4920793	88	0
chr18	4920803	87	0
chr18	4920815	88	1
chr18	4920818	88	0
chr18	4921541	11	0
chr18	4921551	11	0
chr18	4921561	11	0
chr18	4921568	11	0
chr18	4921637	1	0
chr18	4921656	118	0
chr18	4921679	118	1
chr18	4921695	48	0
chr18	4921702	50	0
chr18	4921723	49	0
chr18	4921784	7	0
chr18	4921804	91	0
chr18	4921825	90	2
chr18	4921838	91	0
chr18	4921852	78	1
chr18	4921874	78	28
chr18	4921881	78	28
chr18	4921987	18	0
chr18	4922006	44	0
chr18	4922033	103	0
chr18	4922049	101	2
chr18	4922052	102	0
chr18	4922059	103	0
chr18	4922122	2	0
chr18	4927802	1	0
chr18	4927986	73	0
chr18	4929876	9	0
chr18	4930035	3	0
chr18	4940481	3	0
chr18	4940679	12	6
chr18	4940709	12	11
chr18	4968798	63	0
chr18	4980407	199	2
chr18	4980440	200	1
chr18	4980479	75	0
chr18	4990071	8	8
chr18	4990354	18	18
chr18	4994261	65	0
chr18	4994270	66	0
chr18	4994334	46	0
chr18	5017892	14	5
chr18	5017923	45	5
chr18	5017927	30	1
chr18	5027549	11	6
chr18	5027578	12	11
chr18	5027689	69	69
chr18	5027725	30	0
chr18	5027743	31	31
chr18	5054995	23	23
chr18	5055125	94	94
chr18	5055127	93	93
chr18	5055143	92	91
chr18	5086460	11	11
chr18	5086601	91	90
chr18	5088851	242	235
chr18	5088943	120	120
chr18	5088964	117	116
chr18	5103507	4	4
chr18	5109473	25	25
chr18	5109480	26	26
chr18	5109647	12	12
chr18	5109657	12	12
chr18	5109661	12	12
chr18	5111144	15	11
chr18	5111165	10	9
chr18	5111352	7	4
chr18	5112943	3	1
chr18	5112964	2	1
chr18	5113033	14	10
chr18	5113057	15	14
chr18	5113065	15	13
chr18	5113067	15	15
chr18	5113071	1	1
chr18	5114580	62	62
chr18	5114594	62	62
chr18	5114613	62	62
chr18	5114670	2	0
chr18	5114672	2	0
chr18	5114675	2	0
chr18	5114701	64	64
chr18	5114712	64	64
chr18	5116574	80	35
chr18	5139044	14	0
chr18	5139056	15	0
chr18	5139141	13	0
chr18	5162261	1	0
chr18	5162287	51	2
chr18	5162295	51	2
chr18	5162325	1	0
chr18	5162335	1	0
chr18	5162361	19	0
chr18	5162387	19	0
chr18	5163461	69	0
chr18	5163465	68	0
chr18	5163471	69	0
chr18	5163495	69	0
chr18	5163578	54	0
chr18	5163597	54	18
chr18	5163600	54	0
chr18	5163602	54	0
chr18	5163605	53	0
chr18	5178613	1	0
chr18	5178625	1	0
chr18	5189526	25	7
chr18	5189568	62	8
chr18	5189578	63	20
chr18	5205249	1	1
chr18	5205256	1	1
chr18	5205271	1	1
chr18	5205273	1	1
chr18	5205524	31	7
chr18	5206546	161	161
chr18	5206554	164	164
chr18	5206605	1	1
chr18	5206664	1	1
chr18	5206782	40	40
chr18	5206790	3	3
chr18	5230458	35	14
chr18	5230500	25	8
chr18	5230510	25	13
chr18	5235319	51	51
chr18	5235334	52	52
chr18	5235338	58	55
chr18	5235430	127	127
chr18	5235446	127	126
chr18	5235462	27	21
chr18	5235585	26	26
chr18	5235619	27	27
chr18	5235628	1	0
chr18	5235774	3	3
chr18	5235798	3	3
chr18	5235915	44	43
chr18	5235991	14	13
chr18	5241268	23	10
chr18	5241320	26	8
chr18	5241770	3	3
chr18	5241875	46	22
chr18	5242025	31	13
chr18	5264260	52	21
chr18	5264385	29	13
chr18	5297861	1	1
chr18	5297975	15	7
chr18	5304037	33	19
chr18	5304043	33	14
chr18	5304187	49	20
chr18	5334195	1	0
chr18	5334208	1	0
chr18	5334215	1	0
chr18	5334248	87	0
chr18	5334255	88	0
chr18	5334257	88	0
chr18	5334269	88	0
chr18	5334275	88	0
chr18	5334281	86	0
chr18	5334397	31	0
chr18	5334408	31	0
chr18	5334410	31	0
chr18	5334414	31	0
chr18	5334419	31	0
chr18	5334424	30	0
chr18	5334447	1	0
chr18	5334449	1	0
chr18	5334452	1	0
chr18	5334459	1	0
chr18	5334464	1	0
chr18	5334469	1	0
chr18	5334652	9	1
chr18	5334663	9	0
chr18	5334667	9	0
chr18	5334734	103	0
chr18	5334736	103	0
chr18	5334760	103	0
chr18	5334763	128	0
chr18	5334846	12	0
chr18	5334856	12	0
chr18	5334862	13	0
chr18	5334876	13	0
chr18	5334904	91	1
chr18	5334909	93	0
chr18	5334930	95	0
chr18	5334934	98	0
chr18	5368372	83	1
chr18	5407112	40	18
chr18	5407262	62	15
chr18	5407337	9	3
chr18	5407367	9	8
chr18	5428014	72	0
chr18	5428085	1	0
chr18	5428176	39	0
chr18	5428187	38	1
chr18	5428221	5	1
chr18	5428262	147	145
chr18	5428286	184	147
chr18	5428289	185	148
chr18	5428291	182	144
chr18	5428299	35	1
chr18	5428320	35	0
chr18	5438448	2	2
chr18	5438474	2	1
chr18	5438497	39	39
chr18	5438532	66	63
chr18	5438535	65	43
chr18	5438568	1	1
chr18	5438578	1	1
chr18	5438596	21	15
chr18	5438603	24	14
chr18	5438620	24	19
chr18	5438622	24	21
chr18	5438628	24	20
chr18	5438630	24	17
chr18	5438634	3	3
chr18	5444173	150	0
chr18	5444327	23	0
chr18	5449849	1	0
chr18	5449959	1	0
chr18	5449969	77	7
chr18	5449995	75	2
chr18	5487311	126	0
chr18	5487441	16	0
chr18	5493960	22	0
chr18	5499695	83	28
chr18	5499723	84	40
chr18	5499791	18	10
chr18	5499817	18	13
chr18	5500553	123	13
chr18	5500571	124	13
chr18	5500650	12	8
chr18	5575098	8	7
chr18	5575129	10	9
chr18	5575159	169	169
chr18	5575182	169	169
chr18	5575190	1	1
chr18	5575192	1	1
chr18	5575238	3	0
chr18	5575276	30	17
chr18	5575279	30	22
chr18	5575288	30	19
chr18	5575302	28	23
chr18	5591349	263	0
chr18	5591368	260	88
chr18	5591370	266	1
chr18	5591372	266	34
chr18	5591376	269	176
chr18	5591402	74	0
chr18	5591416	74	0
chr18	5591418	73	0
chr18	5591422	72	0
chr18	5591425	73	0
chr18	5591427	74	4
chr18	5591432	73	0
chr18	5591800	1	0
chr18	5592055	26	0
chr18	5592060	26	0
chr18	5592087	25	0
chr18	5592166	19	0
chr18	5592173	20	0
chr18	5592179	20	0
chr18	5592362	1	0
chr18	5592366	1	0
chr18	5592370	1	0
chr18	5592372	1	0
chr18	5592379	2	1
chr18	5592384	2	1
chr18	5592388	2	0
chr18	5592394	1	0
chr18	5592404	1	0
chr18	5592408	1	0
chr18	5592412	1	0
chr18	5592482	24	0
chr18	5592486	23	0
chr18	5592490	24	0
chr18	5592494	24	0
chr18	5592496	24	0
chr18	5592507	24	0
chr18	5592512	24	0
chr18	5592514	24	0
chr18	5592516	24	0
chr18	5592520	103	0
chr18	5592522	106	0
chr18	5592526	107	0
chr18	5592530	106	0
chr18	5592542	99	2
chr18	5592544	107	0
chr18	5592546	103	1
chr18	5592552	150	0
chr18	5592555	45	0
chr18	5592562	44	0
chr18	5592565	44	0
chr18	5592585	44	0
chr18	5593525	9	2
chr18	5593537	9	9
chr18	5593687	1	0
chr18	5608967	63	39
chr18	5608997	62	62
chr18	5609121	39	38
chr18	5681150	23	23
chr18	5681193	18	18
chr18	5694157	59	59
chr18	5698167	7	7
chr18	5698318	152	152
chr18	5699113	109	56
chr18	5699290	66	66
chr18	5699299	67	67
chr18	5724330	5	0
chr18	5724483	29	10
chr18	5730921	16	6
chr18	5730973	34	14
chr18	5751088	92	39
chr18	5751095	93	33
chr18	5751098	93	35
chr18	5751135	1	1
chr18	5751205	27	11
chr18	5751250	30	5
chr18	5751262	29	8
chr18	5751283	71	24
chr18	5751287	40	12
chr18	5751300	149	43
chr18	5751307	109	27
chr18	5751310	109	32
chr18	5751417	14	6
chr18	5751462	36	14
chr18	5751474	39	15
chr18	5751495	61	25
chr18	5751499	22	8
chr18	5751512	134	51
chr18	5751519	112	30
chr18	5751522	112	39
chr18	5751604	31	16
chr18	5751629	31	11
chr18	5751674	54	21
chr18	5751686	54	23
chr18	5751707	87	38
chr18	5751711	33	11
chr18	5751731	2	0
chr18	5751734	2	0
chr18	5751816	25	10
chr18	5751841	25	7
chr18	5751886	27	8
chr18	5751898	28	13
chr18	5751919	50	21
chr18	5751923	22	7
chr18	5751936	117	47
chr18	5751943	95	38
chr18	5751946	95	44
chr18	5752014	1	0
chr18	5752028	26	8
chr18	5752053	24	8
chr18	5752098	41	12
chr18	5752110	42	15
chr18	5752131	83	32
chr18	5752135	41	9
chr18	5752148	41	13
chr18	5752240	21	7
chr18	5752265	21	9
chr18	5752310	41	11
chr18	5752322	41	14
chr18	5752343	104	38
chr18	5752347	63	21
chr18	5752361	63	17
chr18	5757967	30	14
chr18	5767368	13	13
chr18	5767395	13	13
chr18	5767447	104	103
chr18	5767449	101	101
chr18	5767481	101	101
chr18	5772559	33	33
chr18	5772587	33	33
chr18	5772643	19	19
chr18	5772652	20	20
chr18	5772663	20	20
chr18	5773350	16	16
chr18	5773354	15	15
chr18	5796649	238	1
chr18	5796685	1	0
chr18	5826608	39	20
chr18	5826660	37	11
chr18	5849892	23	15
chr18	5849902	23	16
chr18	5849944	36	8
chr18	5870506	16	9
chr18	5870513	16	8
chr18	5870539	16	9
chr18	5870704	11	6
chr18	5871494	2	2
chr18	5871707	1	1
chr18	5874717	4	2
chr18	5874754	25	6
chr18	5874806	2	2
chr18	5894220	10	8
chr18	5894251	10	6
chr18	5894288	54	2
chr18	5894406	32	2
chr18	5894415	29	24
chr18	5894429	32	24
chr18	5899372	30	15
chr18	5899424	21	6
chr18	5899986	33	6
chr18	5900136	28	10
chr18	5921043	75	40
chr18	5921140	39	19
chr18	5921149	39	19
chr18	5921164	39	23
chr18	5921204	26	24
chr18	5921227	85	44
chr18	5921229	86	71
chr18	5921247	137	77
chr18	5921255	77	21
chr18	5921347	10	0
chr18	5926970	38	17
chr18	5927119	41	14
chr18	5932270	111	0
chr18	5932289	112	0
chr18	5932440	26	0
chr18	5987404	117	0
chr18	5987434	118	0
chr18	5987522	52	0
chr18	5987598	47	0
chr18	5987615	47	0
chr18	6043701	15	12
chr18	6043706	15	14
chr18	6043721	16	2
chr18	6043787	1	0
chr18	6043888	1	0
chr18	6043920	61	27
chr18	6043936	60	23
chr18	6043952	60	18
chr18	6044102	6	3
chr18	6044113	6	3
chr18	6079644	70	70
chr18	6079823	22	22
chr18	6111666	2	2
